id;data;competencia;tipo;descricao;categoria;grupo;forma_pagamento;cartao;parcela;parcelas_total;valor;pago;obs;vencimento;data_pagamento;valor_pago
MRV152;2032-11-08;2032-11;Saída;MRV seguro casa garantia 114;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2032-11-08;;
MRV153;2032-12-08;2032-12;Saída;MRV parcela mensal 113;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2032-12-08;;
MRV154;2032-12-08;2032-12;Saída;MRV seguro casa garantia 115;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2032-12-08;;
MRV155;2033-01-08;2033-01;Saída;MRV parcela mensal 114;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-01-08;;
MRV156;2033-01-08;2033-01;Saída;MRV seguro casa garantia 116;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-01-08;;
MRV157;2033-02-08;2033-02;Saída;MRV seguro casa garantia 117;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-02-08;;
MRV158;2033-02-08;2033-02;Saída;MRV parcela mensal 115;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-02-08;;
MRV159;2033-03-08;2033-03;Saída;MRV parcela mensal 116;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-03-08;;
MRV160;2033-03-08;2033-03;Saída;MRV seguro casa garantia 118;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-03-08;;
MRV161;2033-04-08;2033-04;Saída;MRV parcela mensal 117;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-04-08;;
MRV162;2033-04-08;2033-04;Saída;MRV seguro casa garantia 119;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-04-08;;
MRV163;2033-05-08;2033-05;Saída;MRV seguro casa garantia 120;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-05-08;;
MRV164;2033-05-08;2033-05;Saída;MRV parcela mensal 118;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-05-08;;
MRV165;2033-06-08;2033-06;Saída;MRV parcela mensal 119;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-06-08;;
MRV166;2033-06-08;2033-06;Saída;MRV seguro casa garantia 121;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-06-08;;
MRV167;2033-07-08;2033-07;Saída;MRV seguro casa garantia 122;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-07-08;;
MRV168;2033-07-08;2033-07;Saída;MRV parcela mensal 120;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-07-08;;
MRV169;2033-08-08;2033-08;Saída;MRV parcela mensal 121;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-08-08;;
MRV170;2033-08-08;2033-08;Saída;MRV seguro casa garantia 123;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-08-08;;
MRV171;2033-09-08;2033-09;Saída;MRV parcela mensal 122;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-09-08;;
MRV172;2033-09-08;2033-09;Saída;MRV seguro casa garantia 124;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-09-08;;
MRV173;2033-10-08;2033-10;Saída;MRV seguro casa garantia 125;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-10-08;;
MRV174;2033-10-08;2033-10;Saída;MRV parcela mensal 123;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-10-08;;
MRV175;2033-11-08;2033-11;Saída;MRV seguro casa garantia 126;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-11-08;;
MRV176;2033-11-08;2033-11;Saída;MRV parcela mensal 124;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-11-08;;
MRV177;2033-12-08;2033-12;Saída;MRV seguro casa garantia 127;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-12-08;;
MRV178;2033-12-08;2033-12;Saída;MRV parcela mensal 125;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2033-12-08;;
MRV179;2034-01-08;2034-01;Saída;MRV parcela mensal 126;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-01-08;;
MRV180;2034-01-08;2034-01;Saída;MRV seguro casa garantia 128;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-01-08;;
MRV181;2034-02-08;2034-02;Saída;MRV seguro casa garantia 129;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-02-08;;
MRV182;2034-02-08;2034-02;Saída;MRV parcela mensal 127;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-02-08;;
MRV183;2034-03-08;2034-03;Saída;MRV seguro casa garantia 130;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-03-08;;
MRV184;2034-03-08;2034-03;Saída;MRV parcela mensal 128;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-03-08;;
MRV185;2034-04-08;2034-04;Saída;MRV seguro casa garantia 131;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-04-08;;
MRV186;2034-04-08;2034-04;Saída;MRV parcela mensal 129;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-04-08;;
MRV187;2034-05-08;2034-05;Saída;MRV seguro casa garantia 132;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-05-08;;
MRV188;2034-05-08;2034-05;Saída;MRV parcela mensal 130;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-05-08;;
MRV189;2034-06-08;2034-06;Saída;MRV parcela mensal 131;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-06-08;;
MRV190;2034-06-08;2034-06;Saída;MRV seguro casa garantia 133;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-06-08;;
MRV191;2034-07-08;2034-07;Saída;MRV seguro casa garantia 134;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-07-08;;
MRV192;2034-07-08;2034-07;Saída;MRV parcela mensal 132;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-07-08;;
MRV193;2034-08-08;2034-08;Saída;MRV parcela mensal 133;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-08-08;;
MRV194;2034-08-08;2034-08;Saída;MRV seguro casa garantia 135;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-08-08;;
MRV195;2034-09-08;2034-09;Saída;MRV parcela mensal 134;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-09-08;;
MRV196;2034-09-08;2034-09;Saída;MRV seguro casa garantia 136;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-09-08;;
MRV197;2034-10-08;2034-10;Saída;MRV seguro casa garantia 137;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-10-08;;
MRV198;2034-10-08;2034-10;Saída;MRV parcela mensal 135;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-10-08;;
MRV199;2034-11-08;2034-11;Saída;MRV seguro casa garantia 138;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-11-08;;
MRV200;2034-11-08;2034-11;Saída;MRV parcela mensal 136;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-11-08;;
MRV201;2034-12-08;2034-12;Saída;MRV seguro casa garantia 139;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-12-08;;
MRV202;2034-12-08;2034-12;Saída;MRV parcela mensal 137;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2034-12-08;;
MRV203;2035-01-08;2035-01;Saída;MRV seguro casa garantia 140;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2035-01-08;;
MRV204;2035-01-08;2035-01;Saída;MRV parcela mensal 138;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2035-01-08;;
MRV205;2035-02-08;2035-02;Saída;MRV seguro casa garantia 141;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2035-02-08;;
MRV206;2035-02-08;2035-02;Saída;MRV parcela mensal 139;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2035-02-08;;
MRV207;2035-03-08;2035-03;Saída;MRV seguro casa garantia 142;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2035-03-08;;
MRV208;2035-03-08;2035-03;Saída;MRV parcela mensal 140;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2035-03-08;;
